Latitude,Longitude,Altitude
47.2879141,11.403259,853.774
47.2879153,11.4032597,853.848
47.2879132,11.4032585,853.773
47.2879118,11.4032572,853.901
47.2879098,11.403261,854.071
47.2879115,11.4032655,854.104
47.2879083,11.4032733,854.367
47.2879132,11.4032812,854.269
47.2879171,11.403286,854.305
47.2879199,11.4032912,854.19
47.2879227,11.4032985,853.996
47.2879245,11.4033081,853.614
47.2879255,11.4033149,853.145
47.2879263,11.4033216,852.818
47.2879295,11.4033273,852.406
47.2879384,11.4033394,851.879
47.2879377,11.403345,851.704
47.2879357,11.4033479,851.604
47.2879332,11.403351,851.518
47.2879326,11.4033561,851.218
47.2879341,11.4033607,850.991
47.2879292,11.4033573,850.998
47.2879233,11.4033514,851.186
47.2879156,11.4033413,851.431
47.2879026,11.4033262,851.6
47.2878904,11.4033154,851.818
47.2878874,11.4033105,851.717
47.287887,11.4033108,851.414
47.2878851,11.4033086,851.285
47.287882,11.4033079,850.929
47.2878841,11.40332,851.468
47.2878844,11.4033221,851.147
47.2878832,11.4033249,850.847
47.2878874,11.4033269,850.075
47.2878922,11.4033315,849.454
47.2878989,11.4033403,848.672
47.2879091,11.4033485,847.982
47.2879211,11.4033612,846.379
47.2879278,11.4033706,845.768
47.287932,11.4033832,845.321
47.2879399,11.403375,843.86
47.2879392,11.4033807,842.847
47.2879441,11.403376,841.851
47.2879472,11.4033758,841.178
47.2879489,11.403382,840.699
47.2879469,11.4033867,840.352
47.2879443,11.4033921,839.768
47.2879402,11.4033925,838.89
47.2879389,11.4034027,838.292
47.287936,11.4034071,837.994
47.2879287,11.403401,838.011
47.2879275,11.4033917,836.984
47.2879284,11.4033958,836.155
47.2879361,11.4034026,834.841
47.2879442,11.4034135,833.799
47.2879506,11.4034187,833.164
47.2879561,11.4034306,832.592
47.287959,11.4034367,832.006
47.2879595,11.4034409,831.624
47.2879573,11.4034431,831.379
47.2879554,11.4034452,831.19
47.2879557,11.4034517,830.732
47.2879541,11.4034581,830.143
47.287954,11.4034657,829.673
47.2879506,11.403475,829.068
47.2879469,11.4034806,828.763
47.2879493,11.4034865,828.09
47.2879474,11.4034896,827.311
47.2879527,11.4034943,826.589
47.2879641,11.4035051,825.686
47.287978,11.4035205,824.304
47.2879887,11.4035377,823.284
47.288011,11.4035612,821.723
47.2880214,11.4035712,821.127
47.2880268,11.4035814,820.514
47.2880317,11.4035866,819.817
47.2880376,11.4035925,819.337
47.2880424,11.4035966,819.125
47.2880473,11.4036063,818.946
47.2880552,11.4036217,818.369
47.2880566,11.4036387,817.977
47.2880543,11.4036465,817.599
47.2880511,11.4036544,817.339
47.2880498,11.403664,817.011
47.2880515,11.4036766,816.736
47.2880521,11.4036888,816.84
47.288048,11.403695,816.946
47.2880456,11.4037016,817.035
47.2880487,11.4037123,817.031
47.2880509,11.4037223,817.034
47.2880567,11.4037376,816.948
47.2880648,11.4037511,816.403
47.2880782,11.4037635,815.331
47.2880826,11.4037728,814.847
47.2880896,11.4037803,814.109
47.2880925,11.4037887,813.74
47.2880954,11.403793,813.512
47.2880997,11.4038019,813.262
47.2881059,11.4038112,813.139
47.2881118,11.40382,812.821
47.2881158,11.4038281,812.512
47.2881177,11.4038366,812.313
47.2881215,11.4038438,812.411
47.2881275,11.4038477,811.882
47.288129,11.4038493,811.693
47.2881306,11.4038533,811.437
47.2881315,11.4038606,811.443
47.2881291,11.4038635,811.619
47.288125,11.4038666,812.046
47.2881233,11.4038761,812.412
47.2881188,11.403875,812.943
47.2881183,11.4038813,813.023
47.2881196,11.4038887,812.691
47.2881192,11.4038926,812.381
47.2881188,11.4039,812.053
47.2881185,11.4039081,811.724
47.2881157,11.4039141,811.607
47.2881156,11.4039186,811.5
47.2881128,11.4039198,811.732
47.2881114,11.4039248,811.486
47.2881033,11.4039287,811.431
47.2881014,11.4039363,811.275
47.2881065,11.4039491,811.745
47.2881095,11.4039586,811.802
47.2881169,11.403975,811.854
47.2881265,11.4039944,811.633
47.2881325,11.4040106,811.847
47.2881421,11.4040301,811.786
47.2881481,11.4040465,811.623
47.2881565,11.4040633,811.397
47.2881639,11.4040806,811.362
47.2881722,11.4040991,811.49
47.2881773,11.4041115,811.915
47.2881792,11.4041183,812.121
47.2881811,11.4041283,812.292
47.2881839,11.4041392,812.288
47.2881865,11.4041501,812.014
47.2881889,11.4041574,811.86
47.2881927,11.4041611,811.747
47.2881948,11.4041661,811.881
47.2881997,11.4041782,811.663
47.2882026,11.4041887,811.579
47.2882032,11.4041972,811.366
47.2882051,11.4042032,811.223
47.2882091,11.4042097,811.25
47.2882145,11.4042161,811.078
47.2882156,11.4042151,811.503
47.2882018,11.404201,812.208
47.2881975,11.4042027,812.257
47.2881936,11.4042056,812.178
47.288192,11.404212,812.054
47.288192,11.4042221,811.89
47.2881944,11.404232,811.595
47.2881963,11.4042441,811.212
47.2881987,11.4042518,810.883
47.2881988,11.4042595,810.507
47.2882009,11.4042697,810.162
47.2882014,11.4042772,809.976
47.2882051,11.4042889,809.59
47.2882168,11.4043002,808.241
47.2882172,11.4043085,807.54
47.2882226,11.4043244,806.625
47.2882298,11.4043405,805.746
47.2882291,11.4043466,805.158
47.2882305,11.4043543,804.933
47.2882318,11.4043616,804.686
47.2882198,11.4043549,803.867
47.2882172,11.4043579,803.549
47.2882244,11.4043555,802.56
47.2882254,11.404358,802.593
47.2882255,11.4043582,802.239
47.2882275,11.4043569,801.513
47.2882239,11.4043563,801.518
47.2882235,11.4043588,801.483
47.2882245,11.4043606,800.992
47.2882268,11.4043635,800.712
47.2882278,11.4043671,800.418
47.2882286,11.4043724,799.883
47.2882267,11.4043768,799.275
47.2882207,11.4043806,799.004
47.2882174,11.4043891,798.557
47.28822,11.4043974,797.669
47.2882182,11.4044036,796.975
47.2882165,11.4044084,796.69
47.2882138,11.404412,796.365
47.2882123,11.4044191,796.27
47.2882102,11.4044241,796.172
47.2882088,11.4044294,796.045
47.2882068,11.4044353,796.269
47.2882035,11.4044397,796.469
47.2881966,11.4044413,797.125
47.2881923,11.4044415,797.437
47.2881886,11.4044396,797.715
47.2881782,11.4044386,799.047
47.2881755,11.4044381,799.096
47.2881732,11.4044389,799.126
47.2881711,11.4044414,799.198
47.2881687,11.4044432,799.229
47.2881653,11.4044462,799.492
47.2881639,11.4044475,799.474
47.2881635,11.4044507,799.572
47.288161,11.4044543,799.631
47.2881596,11.4044564,799.933
47.288157,11.4044597,799.918
47.2881545,11.4044645,799.959
47.2881519,11.4044682,800.026
47.2881518,11.4044708,799.928
47.2881502,11.4044755,799.938
47.2881499,11.4044823,799.674
47.2881488,11.4044878,799.437
47.288148,11.4044953,799.175
47.2881505,11.4045049,799.169
47.2881487,11.4045078,799.212
47.2881481,11.4045122,799.041
47.2881453,11.4045152,798.749
47.2881436,11.4045189,798.479
47.2881425,11.4045233,798.286
47.2881399,11.4045268,798.288
47.2881376,11.4045309,798.229
47.2881371,11.4045358,798.213
47.2881365,11.4045381,798.359
47.288138,11.4045476,798.361
47.2881379,11.4045559,798.269
47.2881383,11.4045692,797.911
47.2881365,11.4045833,797.87
47.288137,11.4045978,797.966
47.2881387,11.4046145,797.899
47.2881433,11.404627,797.446
47.2881422,11.4046366,797.438
47.2881422,11.4046454,797.299
47.2881434,11.4046547,797.177
47.2881458,11.4046634,796.723
47.2881479,11.4046747,796.464
47.2881479,11.4046853,796.297
47.2881468,11.4046971,796.151
47.288147,11.4047104,796.213
47.2881491,11.4047228,796.394
47.2881483,11.4047316,796.466
47.2881494,11.4047427,796.289
47.2881444,11.4047479,796.318
47.2881475,11.4047543,796.17
47.2881509,11.4047672,795.64
47.288149,11.4047734,795.608
47.288149,11.4047832,795.6
47.2881524,11.4047942,795.692
